Sentiment,Label,CleanedReview
Negative,0,regrett food cold pasta carbonara in romei don t write neg review i d rather say noth becaus everybodi can have an off night and i ve work in food and know how tough it can be but one thing out of sever misstep prompt me to write thi i hope i save someon who realli want to experi good roman food from disappoint and it s not hard to find good food in rome first thi is tourist food upscal to be sure the focu on truffl is not realli repres of roman cuisin if that s what you what you can get that type of menu in mani upscal hotel in mani place i could toler that it is what it is had our food been serv appropri i went for the roman menu hope for tradit and creativ to meet well my partner went for the land menu both suffer the same problem some of thi food wa cook way ahead that can be done with some thing but not other dish that should have been hot were serv cold i m talk cold gummi pasta carbonara peopl anoth dish intend to be hot wa warm in one part and not just cold but ice cold in anoth that is just not excus servic thi even wa also chaotic but i felt bad for the 3 young woman who were deal with some 8 10 top tourist group and onli one of them seem to be a profession server i ve been come to rome for 30 year and i have never experienc anyth like thi we decid to pay and leav after the pasta debacl i actual sent it back and wait 45 minut for the server to return with a replac never happen even though we weren t halfway through the fix menu the poor server wa veri apologet and refus to let u pay i m hope thi wa a problemat even and won t occur again although i m pretti sure much of the food is made too far ahead fri food much be serv subito the fritti were lukewarm go on cold or the food isn t get from kitchen to tabl promptli i should have known better but i trust review and even recommend from travel advisor i know if you are plan for thi to be your splurg in rome you might think twice about it my advic go simpl in rome it s almost alway good if not great
Negative,0,far behind expect what did we miss after sever recommend and a quick read through on ta feedback we book ad hoc for our last night in rome we are both global travel and we know a good restaur from a great thi end up a neither of the two we arriv with expect and our expect were rais even further after be escort to our tabl the interior is invit with romant seat and wine bottl cover the wall from floor to ceil prosecco a a complimentari aperitif is never wrong either we receiv the menu and decid to go with the truffl tast menu despit be slightli off season we went with full wine pair and from here and out our expect were thrown off a cliff the one thing that surpris u the most wa the constant wait which we could easili notic be a distract for the tabl next to u a well there wa an extrem amount of dead time between the cours and thi is where we found the wine pair to be a mistak the wine offer a part of the wine packag were well balanc with the cours serv but in small serv with 30 minut to the next cours and with no offer for a refil or other supplementari drink weird food start off well with a varieti of starter chees deep fri veggi and truffl a front runner the starter wa heavi but rather pleasant last one on the plate wa a beef tartar unseason a they felt we should season by tast ourselv what pasta cours wa a duo of pasta both creami and cheesi and heavi load with truffl shave i d love it if thi wa the onli heavi cours but alreadi by now the meal is loos balanc there are no veget and no acid to balanc the weight of cream chees truffl main cours duck breast and beef cheek load with truffl duck breast cold and rubberi beef cheek cold and tasteless salti if anyth at all we sent it back and start to loos patienc decid to wait for dessert all good but guess what all creami and heavi a fresh sorbet could have save half the day but wa unfortun not part of the game all in all i can onli recommend the wine serv although serv in a strang way bottl were never brought to the tabl we had the main cours remov from our bill which help on our mood although i took that more or le for grant sorri to say thi experi is no where near our top 10 in rome
Negative,0,miss the markfriendli welcom staff nice design restaur superb wine list quiet atmospher food present beauti so what went wrong the food wa just averag and lukewarm i thought there would be some kind of dress code but i guess there is no such thing these day then wait a veri long time for the check
Negative,0,won t be go backlet me start with the posit the wine list is fantast all region of itali are repres and mani level price point will satisfi ani oenophil the food present is nice but wa lack in tast and my food wa not hot my fior di zucca wa cold beef tartar tasteless homemad spaghetti with duck ragout cold gnocchi dish ok a pork dish ok but not hot pass on dessert we then wait for 20 minut for a check the owner wa veri kind and gave u oliv oil and a bottl of wine grati also you would expect peopl to be dress properli short on a sunday night come on thi is not a fine din restaur
Negative,0,humili disappoint bad experiencew were excit given the good review for thi restaur but the food wa an attempt to produc someth creativ and special but they fail miser the food ha no tast tri both the land and sea tast menu realli frustrat when the servic is soooo slow to have to wait for long between cours and have one flop after the other be serv the staff act like they are serv exquisit dish and take too much time explain and make you wait forev which make the whole experi even more wors the local ha charact sinc you are sit in the middl of a wine cellar but onc you start the experi you realiz that it is not authent at all when we express concern over the slow servic they becam defens and then offens show no respect and condescend to custom do not recommend at all
Negative,0,rip off in ripetta street the most over rate restaur ever we my wife my son and i had a terribl experi in ad hoc on thursday 5 januari 2017 it is a miracl that thi restaur is in the rom top 100 with such poor food atmospher attitud servic organis heat etc onli the wine wa good we had far far far better experi dure our stay in rom includ at babett which is in the same area we book by phone the day befor for three and arriv on time at 800pm we were seat in the room on the right side when you enter the restaur and we felt immediatli uncomfort with the temperatur of the room despit a veri visibl and work heat system there were perman flow of cold and hot air in the room we complain to the head waitress the bo who said they have a problem with the door in fact even when the door wa completli close the issu with the temperatur wa more or le the same and said she will do her best to move u to anoth tabl thi did not happen despit a tabl that we could see becam avail at some stage and stay free for may be 30 minut at the end of the dinner dure which my wife kept her coat we ask whi she did not move u to the other tabl and she said believ it or not becaus it is a tabl for four and you are onli three translat i do not care about your health but i care about make money even if i have to over promis for thi gener speak we found that the head waitress the bo overpromis on everyth dure thi dinner and under deliv regard food the truffl experi wa expens and disappoint we would rate the food somewher between noth special for the pasta and bad for the duck which wa serv dri when we ask medium rare we notic that peopl at the tabl next to u complain about the beef the tuscani red wine wa good but do you need to introduc it with ton of word and superl a you would do for a chateau petru 1982 the servic wa veri veri long it took one hour to get the first cours and then anoth hour to get the second one and noth seem realli properli organis and manag when we decid to stop the experi befor the dessert and ask for the bill the head waitress the bo ask about our feel we told u exactli what wa our view big problem with the temperatur no transfer to the other tabl when it wa avail noth special at best with the food and good wine she said sever time she wa confus but did not seem to be so confus more a bad actress than a good head waitress or a bo the bill includ a 10 discount which seem to be applic when you make an internet book but we realiz after we left the restaur that our first cours were charg at 30 v 25 base on other review we believ it is becaus the black trufl wa partli replac by white trufl thi wa our choic but when thi option wa propos by the waitress she never mention we have to pay an extra for thi final when we ask for our coat a waitress gave u a probabl veri expens moncler down jacket which wa not belong to u imagin what could have happen with client le honest than we are don t go there with expens coat never again and fyi we are use to go to all sort of restaur privat or becaus of our job from small local restaur to 3 michelin restaur see our other review and we believ we are abl to make the differ between good and bad food good and bad servic etc
Negative,0,dinnerit wa veri expens for the bad cook certainli an overestim place the environ wa nice but the peopl wa veri mean un the servic
Negative,0,pa terriblew reserv for the birthday of my mother and we were disappoint it may be good for young coupl but not for famili main dish is too salti and the desert is too sweet
Negative,0,too much fuss for nothingw were so disappoint from thi place that we have to write a review in order to protect tourist be trap in the futur and spend their money here the food is rather averag noth too noteworthi price are sky high 35 for an averag beef with some black truffl and the choic realli limit you have to choos the menu at 79 with wine but no truffl for thi one the place is advertis a the truffl paradis but in order to have ani truffl dish you have to spend more than 75 per person and to be honest the tast don t worth it
Negative,0,disappoint dinnerthi restaur wa recommend to u by two differ peopl and while they must have had a good experi we did not it took 30 minut to get our order taken the server did apolog for the delay but the incred slow pace continu 45 minut into our visit we receiv bread 1 2 of the bread wa veri dri and without much tast flavour on two occas the server said our dinner would be come right away but it never did it took almost 3 hour befor the main cours wa serv my husband order the sea tast menu and i had the land tast menu we both found the food to be excess salti and veri averag overal against our better judgement we decid to order dessert the tiramisu wa too soupi soggi and wa probabl the worst i have ever had the server never offer to refil our beverag and never ask if we were enjoy our meal they ignor u for most of the even while the bathroom wa clean there were no hand towel at all it then took u a veri long time to get the bill becaus the server continu to avoid u we arriv for dinner at 8pm and left at 11 45pm unbeliev long dinner for food that wa le than good for the price we paid we definit do not recommend thi restaur
Negative,0,wish we had gone some place els for special occasioni realli want to like thi place we had our 10 year anniversari in rome and after i found out my first choic wa close for the summer holiday we decid thi would be perfect now we were a parti of 4 2 order the truffl tast menu one the land menu and the other they creat a truffl tast menu for vegetarian all with match wine bill came to 420 odd euro so wasn t a cheap meal but nor wa is great firstli and perhap those that don t order the truffl will get a better experi but i found the menu to be unimagin and mere they just put slice of truffl on everyth it start with be present with a small tabl spoon of cold mash potato compliment of the chef they said um ok wasn t particularli tasti i left half of mine then came the tast plate thi wa perhap the nicest of all the dish a plate segment into 3 with a cold batter pumpkin flower a burrata and the poorest excus of steak tartar i have ever seen simpli a squar of raw minc and 3 slice of truffl no caper noth els the pasta wa present two of them howev they tast exactli the same i like them but wonder whi you would put two of essenti the same pasta of the same plate thi wa also an issu a the pasta wa on thi silli littl plate and whilst eat one side the other got cold so again that wasn t veri nice next the main 2 tini slice of dri over cook duck breast with slice truffl on what appear to be the same cold potato we got at the start and a beef cheek thing which wa nice but some what confus in the whole tast menu you did howev get a veri good amount of truffl thi i can t fault them of i howev would recommend that peopl don t do the tast menu rather order from the main menu and perhap order an item or 2 with truffl final we had what will perhap be the worst tiramisu i have everi order it tast like it wa one layer of biscuit and then they got some of the whip cream in a can and spray on top not nice mayb at the chees cake factori but not at a decent restaur now the final and somewhat laughabl moment some of our group want to buy fresh truffl they went to the back and were present with fresh black truffl how much we ask 600 euro a kilo umm no next morn we go to campo di fiori ask the vendor who talk to a guy price 180 euro a kilo so in short no i wouldn t recommend dine here glad we caught up with our friend just wish it wa a better meal i am sure my experi won t stop peopl from attend and perhap we order poorli i just didn t like it for the reason given abov
Negative,0,too highli ratedw had dinner in thi place in juli food qualiti wa cleali lower than mani other place in rome with similar rank absolut disast wa the altern tiramisu a cooki with some chocol and a mountain of whip cream
Negative,0,mr gennadiyshortli the food is pretti averag the price wa 111 euro for 1 person left hungri all did just for appear not worth to visit at all
Negative,0,disappoint on our final night in romew had book our tabl at ad hoc some time in advanc of our trip to rome and decid we would keep it a our final night treat we were invit to the pre meal truffl tast which wa a nice touch and thi start our even off well with a free glass of prosecco to go with it first impress were good at the restaur with anoth free glass of prosecco a we perus the menu the wine list wa extens but there were choic for all palat and budget and we were veri happi with our choic unfortun that s where our posit experi end we were left feel veri underwhelm with the food when it arriv whilst it look good visual it simpli lack in tast my pasta dish wa nice but steak for main wa cold on arriv my girlfriend chose a truffl pasta that wa far from impress and it should have been for the price and she couldn t eat the suckl pork chosen for main it came with no accompani mean you had simpli 2 big bit of meat on a plate the staff offer to get an altern a we didn t like the pork but we had lost faith and decid against it for the same reason we chose not to get dessert the restaur knock off half the cost of the pork main from our bill which wa appreci but honestli we d rather have paid full price and enjoy our meal after have high hope it feel like the restaur is a littl style over substanc with sad thi wa a veri disappoint end to our trip it say someth when you re happier with your gelato on the way home
Negative,0,bad experi so mani good review and still yesterday night wa a great disappoint servic wa slow starter were good octopu wa stiff and nor eatabl but that chang u without ani blink of an eye spaghetti with lobster wish veri good main dish that is the main issu after one hour that we wait for our beef dish and no one came over we call the manag and she wa sorri for not let u no that their wa a problem in the kitchen anoth few minut past and fine the under cook dishi came we didn t eat those dish we paid the bill and live
Negative,0,minor reportfor restaur a highli regard a ad hoc the major of tripadvisor review gush with unbridl delight while a tini minor will tell you it s all hype and a wast of money sadli thi time i have to side with the naysay there were three of u two order tast menu pair with wine one order a la cart the consensu no interest flavor in anyth we tri salt be the domin and onli clearli discern one we did not complain but it felt like the staff knew the kitchen wa underperform everyon around wa pli with multipl freebi we receiv complimentari sparkl wine with a pre appet a pre desert and a post desert an extra desert wine and a take home bag of goodi the restaur is veri cute ha a nice vibe and an interest sound menu that offer creativ altern to tradit roman food it ha an impress wine collect and accommod staff it could have been a wonder place if it serv good food the cranki naysay are prone to utter thing like it wa the worst meal we had in unfortun even thi unkind sentenc appli to our experi a well dure our 5 day roman holiday it wa the worst meal we had that is even take into account that some of our meal were total un fanci like a salmon sandwich serv on a paper plate but it wa a pretti damn tasti sandwich sinc it is imposs to build a great reput by serv mediocr food i conclud that ad hoc had better day in view of that i don t know how to interpret our experi exploit old but now badli fade glori have a realli bad day the chef quit in the morn well i won t find out sinc a return visit is rather unlik
Negative,0,veri dissapointingaft be in so mani citi and restaur i wa expect someth els i have no idea how thi place got such good review we got the truffl menu the pair wine wa bad the food wa cold and the servic wa slow realli bad place for tourist who don t know much about food in gener
Negative,0,huge disappointmenti book thi restaur in advanc for my boyfriend birthday after read the amaz review on ta and wa so disappoint that i felt compel to share my own experi of the tast menu to begin the menu were miss a number of item one of which wa a sear duck salad that wa substitut with a chees salad not a suitabl replac addit there wa onli one type of truffl avail which meant we didnt opt for thi tast menu all of the food itself wa bland and lack season with the except of the pasta cours and a number of dish were cook terribl the beef cheek for exampl wa like chew leather despit be such a tender cut of meat the servic wa also aw with one of the waitress contstantli slam down our dish and have a seriou attitud problem the onli save grace about thi place is that the wine are fantast and are veri reason price alongsid the tast menu i would not return howev for thi alon and would head on down to trastever where the food is except and a fraction of the price
Negative,0,don t wast your money on expens plate just drink some wine i went with my wife and i wa veri excit to spend money on a rare and tasti dinner we order beef fillet and honey duck with black truffel the result low quantiti and qualiti at a veri high price howev the varieti of wine avail wa larg
Negative,0,our tabl wa cancel on short noticeour tabl reserv for my birthday dinner at ad hoc s tabl 28 got cancel on short notic without ani credibl reason the reserv includ a privat wine and truffl tast ad hoc offer u the tast menu in the restaur a a replac which is nice but the set clearli not compar with tabl 28 what a disappoint we had a veri nice truffl and lobster dinner at radina which our hotel wa fortun abl to arrang on veri short notic
Negative,0,music wa nicejust left thi place and for sure won t never tri again the best part of the dinner wa the loung music they present themselv like a sophist and gourmet restaur but i had much better experi in rome and at better price took starter honestli quit nice but with a kind of basket made of parmesan that probabl should be more crispi than what it wa tasti but so hard to eat that i thought it wa prepar too much in advanc then i took tonnarelli with truffl they said black norcia truffl but no tast mayb not fresh or mayb just nero pregiato or some kind of second class truffl like that don t need to know caus for sure i won t repeat ever same mistak
Negative,0,so disappoint it heart we end up here after read veri good review on trip advisor but our dinner wa an experi of tasteless disappoint food after we were seat we had to wait about 10 minut until we were approach and hand over the menu for first cours we order a home made smoke salmon and pumpkin flower the salmon dish wa bad it wa place on tasteless anem small cube of potato and carrot and on top if it wa a yogurt sauc the pumpkin flower were serv deep fri with the same yogurt sauc veri veri bad dish we left most of the food on the plat but the waitress didn t even wonder whi for the main we order truffl dish a polenta with truffl and truffl pasta the polenta wa tasteless it wa made out of corn flower and not from a fresh corn the result wa s mushi unpleas chunk of corn flower puré the pasta wa surprisingli good and it wa the onli food we complet eat after clear the tabl from the main cours we had to wait 15 20 minut for a waitress to approach u after loos hope to get someon s attent we gave up desert and ask for the bill the onli posit element at thi place wa the wide select of wine they offer unfortun it doesn t come with a sommeli to assist the dinner overal it wa a a veri disappoint experi and the high rate the place is an unexplain mysteri
Negative,0,not my tastehard to review restaur everyon ha a differ palat the servic and present at ad hoc wa beauti and the wine choic were excel but the food wa just not to my tast a littl too heavi on the truffl for me
Negative,0,underwhelmingfirstli i d just like to stress how excel the staff were veri friendli great english and excel at help you pick a wine to your tast howev the food wa realli unimpress especi consid the cost 130 euro for antipasti first and second cours and a bottl of wine we didn t want to take the chanc with dessert the antipasti were the best part of the meal and everyth els suffer from pretti big cook error that you wouldn t expect at an establish of thi calibr such a split the egg for the carbonara so it wa basic pasta stuck togeth solidli by scrambl egg complimentari truffl tast and bottl of sparkl wine were nice overal i would advis anyon visit rome to save your money and give thi a miss there are too mani other good restaur in rome mani for around half the price with much better food
Negative,0,poor servic great atmospher ok foodcan t understand it is number two of the pricey restaur of trip advisor i am nearli never disappoint don t go there the atmospher is great they serv you a cheap prosecco on the hous i could not drink it then you get the bottl home a good detail useless if the wine is poor servic the ladi in the right wa poor nervou speedi rush if we need servic they suddenli would not hear they push the tast menu we did not go for that tension when speak to them tension between them you might see it from the pictur the last thing you wanton holiday not a good tip from tripadvisor
Negative,0,last dinner in rome what a terribl choic we were in rome for a few day for the wed of our friend and we book for ad hoc becaus of my love for truffl i thought it would be the best way to end the trip i wa wrong cook with truffl is not the same a stick some truffl shave on a dish thi restaur belief on the later besid thi huge issu the servic wa slow borderlin rude and gener not in line with the price of the menu the food itself wa noth more than averag everi other meal we had in rome wa better and i deepli regret visit and abov all convinc two of our friend to join u food qualiti and servic are a huge mismatch with the price would not visit again
Negative,0,disappointingour baselin for compar fine dine restaur while travel is what we are use to in san francisco where what we consid excel would includ the slant door foreign cinema etc by that standard ad hoc wa a major disappoint have enjoy at ciampini abov the spanish step on a previou even what wa hand down the best duck breast i have ever had i wa look for someth at least a close in qualiti so i tri duck breast at ad hoc and found it tough and pretti much tasteless other than a truffl adorn my spous had veal stuf rabbit which wa mostli veal dri ground meat and littl rabbit pasta with truffl and a sampler antipasti were good but the main cours were just so sub par the wine select wa vari but i found the price at least of those wine with which i am familiar to be high even compar to other restaur there wa no real sommeli and the waitress despit know someth about the wine they serv had no knowledg of world wine like the california pinot noir we were hope to find a like offer for a well behav toddler at an adjac tabl eventu start to lose interest in remain well behav a is reason expect and that detract a much from the fine dine experi a did the seat of male guest in short round out my unhappi with ad hoc wa the air condit temperatur of 28 degre celsiu which is well into the high 80 f it wa almost a hot insid the restaur a it wa outsid on a summer juli even in rome we won t be go back
Negative,0,disappointedit s our last night in rome found thi highli rate restaur from trip advis had high expect for the last fine dine in rome the gaja wine wa excel the tast starter plate wa great howev everyth els wa disappoint most dish were too salti not well present a a top rate restaur should be i wonder how it get such great review on trip advis mayb the excel rate rais our expect so it s hard to exceed i almost doubt if it s the same chef tonight that prepar dish for u
