Sentiment,Label,Review
Negative,0,"DisappointingWith so many complimentary reviews I was expecting so much more. The service so praised in other reviews was robotic and slow....Very slow. Our reservation was for 21:00. Our table wasn't ready, so we were invited to have a glass of prosecco in the bar. This was fine but we waited half an hour for the table. Once we got to the table we waited 20 minutes or so to have our order taken, although to be fair we were offered another glass of prosecco. We eventually got our amuse bouche at around 22:00 at least an hour after we arrived. 

We ordered the truffle set menu. The food ranged between being average and quite good, never really good. At odds with other reviews a few words of warning. The truffle menu is a poor choice. Truffle is delicious but a whole meal with the same flavour doesn't work. Second unless you are very hungry avoid the menus. The volume of food is enormous. We left quite a lot of the anti pasti and especially the pasta course. 

We eventually left around midnight. They clearly book more covers than they can efficiently deal with. 

My summary is...quantity rather than quality and slow robotic emotionless service probably caused by over booking."
Negative,0,"What a disaster...I have to say that I was disappointed in my visit to Ad Hoc. While the location and decor were great I found the service to be terrible, in fact the service made the food a disappointment as well. 

It started with the 40 minute wait in between sitting down and a staff member our order for food or drinks. Our waitress seemed disappointed we didn't want to do the tasting menu, but we were already disappointed with the way the meal had started. It took another 30 minutes for our first glass of wine and burrata appetizer to arrive at the table. 

The burrata with the upgrade of white truffle. This dish was around $50, and when it arrived a small fly landed on it... No big deal it happens. When the waitress and I tried to get it off it was killed on the cheese. She asked if we wanted a new one... um, of course I said. Now after waiting 30 minutes for the dish to arrive at our table a ""new one"" was brought out in less than 5 minutes. I'm not sure that the 2nd burrata was new and that they threw away the original dish, given how expensive white truffles are, but it should have been. 

The 3 way carbonara came out practically cold too. No one ever came to see if we wanted another drink until the end of our meal. When we ordered wine glasses were just brought over a glass, no wine was ever presented to the table as with other restaurants in this price range. Some staff apologized at one point saying the service issues were because they were busy, I'm not sure how that was my problem. They hold themselves out as a fine dining experience and at least mine was far, far from that. I would tell you to ignore the inflated reviews and look for something better."
Negative,0,"Great wines but average foodWe both ate the truffle tasting menu with wines. The appetizer where good but the first and second course where nothing special at all. A decent meal with some truffle for a BIG price tag. The dessert where fine and the wines was really good.
But for this price everything should be GREAT."
Negative,0,"Utterly inept in every wayAnd pretentious to go along with it.  What can you say about a restaurant that provides separate wine lists for red and white that look like copies of War and Peace?  Except that there are two wines per page, and they aren’t listed by country of origin, or varietal type – they’re listed by what someone (God knows who) thinks is the type.  Who would have guessed a Chianti Classico is a “full bodied red”?  Certainly no one who knows wine.  In any normal restaurant this wine list would run maybe 6 or 7 pages at the most.  Apparently wines by the glass are a state secret, you have to ask if they have them.   

Rubbery, overcooked octopus, brittle fried pumpkin flowers, devoid of taste, topped with cold ricotta, a filet that could only be described as a low-end USDA Choice from a chain steakhouse in the US, also rubbery and tasteless.  At least the fish was cooked properly, but was lying on a hockey puck of warm wilted spinach.

Appallingly bad service, one hour to get the appetizer.  They seem to be totally confused about everything.    And 160 euros for the experience.  There is a traditional Italian restaurant about two doors up that was packed.  Ad Hoc wasn’t.  I can see why."
Negative,0,"Emperors New ClothesNice atmosphere and the staff were attentive but after that not a lot more to say. I hope you have heard the story of ‘The Emperors New Clothes’. Everyone saying how great everything is but in truth the food is very mediocre. Perhaps we went on a wrong night. Who knows?

The food was bland and the wine was very average. The wine served was just a normal run of the mill, nothing special. Have tasted a lot better for a lot less."
Negative,0,"Too touristicAn ambitious restaurant in Rome’s downtown without a real soul; menù is a mixed of meat and fish but without a real specialization
Our impression is that the place is too touristic not a real gourmet high quality experience
Service appropriate"
Negative,0,Forget truffle CarbonaraTruffle menu is nice to try but Carbonara was over cooked  and a bit messy to eat. Meat with  truffle could be softer. Desert not the best option. Service was ok and also the wine menu
Negative,0,"One of the worst meals of my lifeService is fine, decor fine, but the food is extremely bad, almost inedible. Extremely disappointing. The wine list good, but that's it."
Negative,0,"2 hours of disappointmentCame here based off of TripAdvisor reviews and I'm debating deleting the app as it's clear the people who rate this place highly are delusional.

I'll start by saying that the hospitality and staff was amongst the best I received during my 10 stop Italian tour. The free glass of wine, the free pre desert and the free bottle of house olive oil was appreciated and the staff were excellent in every way especially the bald waiter with the blue eyes who was amazing at his job but the food was total crap!

We each got the black truffle tasting menu, it was our last night so we decided to splash out a bit and the table behind us (an American family) also got the black truffle tasting menu. The starters were ok. 2 of them were the same but one had basil and the beef tartar was bland.

The truffle carbonara was very nice, but the spaghetti dish was average. The ox cheek was tough with a sirloin type fat down one side. At this time the table behind us got a steak and we noticed them complaining that it was tough so it wasn't just us. For this reason I believe the meat to be poorly sourced. The duck however was decent.

The deserts were all crap, we actually didn't finish them. Meanwhile the Americans on the table behind us were blown away by the same dishes we disliked which leads me to believe that the reviews of this place are mostly by Americans ""visiting Europe"". 

I never know which reviews to trust so if you're reading this take the opinion of someone who has eaten at Michelin star restaurants around the world and has a knack for finding hidden gems, this place, in a nut shell, the food is below average with truffle on top. The service and hospitality is excellent but you can't eat good service. Presentation was also excellent, however id say avoid this place."
Negative,0,"Just so so and blandHad the truffle tasting and it tasted flat. Definitely expensive. Even for the type of upscale restaurant that it tries to be, it's expensive for the quality of the food."
Negative,0,"Regrettable food-- cold pasta carbonara in RomeI don't write negative reviews. I'd rather say nothing because everybody can have an off night and I've worked in food and know how tough it can be. But one thing out of several missteps prompted me to write this. I hope I save someone who really wants to experience good Roman food from disappointment (and it's not hard to find good food in Rome!).  First, this is tourist food; upscale to be sure. The focus on truffles is not really representative of Roman cuisine (if that's what you what).  You can get that type of menu in many upscale hotels in many places. I could tolerate that--it is what it is-- had our food been served appropriately.I went for the Roman menu hoping for tradition and creativity to meet well. My partner went for the land menu. Both suffered the same problem.  Some of this food was cooked way ahead. That can be done with some things but not others. Dishes that should have been hot were served cold. I'm talking cold gummy pasta carbonara, people! Another dish--intended to be hot- was warm in one part and not just cold but ice cold in another. That is just not excusable. Service this evening was also chaotic, but I felt bad for the 3 young women who were dealing with some 8-10 top  tourist groups and only one of them seemed to be a professional server. I've been coming to Rome for 30 years and I have NEVER experienced anything like this. We decided to pay and leave after the pasta debacle (I actually sent it back and waited 45 minutes for the server to return with a replacement--never happened), even though we weren't halfway through the fixed menu. The poor server was very apologetic and refused to let us pay. I'm hoping this was a problematic evening and won't occur again, although I'm pretty sure much of the food is made too far ahead (fried foods much be served subito-- the fritti were lukewarm going on cold) or the food isn't getting from kitchen to table promptly. I should have known better, but I trusted reviews and even recommendations from travel advisors I know. If you are planning for this to be your splurge in Rome, you might think twice about it. My advice: go simple in Rome; it's almost always good if not great."
Negative,0,"Far behind expectations - what did we miss?After several recommendations, and a quick read through on TA feedbacks - we booked Ad Hoc for our last night in Rome. We are both global travelers, and we know a good restaurant from a great. This ended up as neither of the two.
We arrived with expectations, and our expectations were raised even further after being escorted to our table. The interior is inviting - with romantic seating and wine bottles covering the wall from floor to ceiling. Prosecco as a complimentary aperitif is never wrong either.
We received the menu, and decided to go with the truffle tasting menu - despite being slightly off season. We went with full wine pairing, and from here and out our expectations were thrown off a cliff...
The one thing that surprised us the most, was the constant waiting(which we could easily notice being a distraction for the tables next to us as well) There was an extreme amount of dead time between the courses, and this is where we found the wine pairing to be a mistake. The wines offered as part of the wine package were well balanced with the courses served, but in small servings. With 30 minutes to the next course, and with no offers for a refill or other supplementary drinks. Weird!
Food? Started off well with a variety of starters. Cheese, deep fried veggies and truffles as front runners - the starter was heavy...but rather pleasant. Last one on the plate was a beef tartare. Unseasoned, as they felt we should season by taste ourselves... What???
Pasta course was a duo of pastas. Both creamy and cheesy and heavy - loaded with truffle shavings. I'd loved it if this was the only heavy course, but already by now - the meal is loosing balance. There are no vegetables, and no acidity to balance the weight of cream/cheese/truffles.
Main course. Duck breast and beef cheek loaded with truffles. Duck breast - cold and rubbery. Beef cheek - cold and tasteless(salty if anything at all) We sent it back, and started to loose patience.
Decided to wait for desserts. All good, but guess what - all creamy and heavy! A fresh sorbet could have saved half the day, but was unfortunately not part of the game.
All in all - I can only recommend the wines served(although served in a strange way...bottles were never brought to the table?)
We had the main courses removed from our bill - which helped on our mood...although I took that more or less for granted.
Sorry to say - this experience is no where near our top 10 in Rome..."
Negative,0,"Missed the markFriendly, welcoming staff. Nicely designed restaurant. Superb wine list. Quiet atmosphere. Food presentation beautiful.  So what went wrong......the food was just average and lukewarm. I thought there would be some kind of dress code but I guess there is no such thing these days! Then waited a very long time for the check."
Negative,0,"Won't be going backLet me start with the positives. The wine list is fantastic all regions of Italy are represented and many level price points will satisfy any oenophile. The food presentation is nice, but was lacking in taste and my food was not hot. My fiore di zucca was cold,beef tartare tasteless, homemade spaghetti with duck ragout cold,gnocchi dish ok. A pork dish ok but not hot. Passed on desserts. We then waited for 20 minutes for a check. The owner was very kind and gave us olive oil and a bottle of wine gratis. Also you would expect people to be dressed properly, shorts on a Sunday night come on. This is not a fine dinning restaurant."
Negative,0,Humiliating disappointing bad experienceWe were excited given the good reviews for this restaurant but the food was an attempt to produce something creative and special but they failed miserably.  The food has no taste.  Tried both the land and sea tasting menus.  Really frustrating when the service is soooo slow to have to wait for long between courses and have one flop after the other being served.  The staff act like they are serving exquisite dishes and take too much time explaining and make you wait forever which makes the whole experience even more worse.  The locale has character since you are sitting in the middle of a wine cellar but once you start the experience you realize that it is not authentic at all.   When we expressed concern over the slow service they became defensive and then offensive.  showing no respect and condescendence to customers.   Do not recommend at all.
Negative,0,"Rip-off in Ripetta street: the most over-rated restaurant ever.We (my wife, my son and I) had a terrible experience in ad-hoc on Thursday 5 January 2017. It is a miracle that this restaurant is in the Roma top 100 with such poor food, atmosphere, attitude, service, organisation, heating, etc...Only the wine was good. We had far far far better experiences during our stay in Roma, including at Babette, which is in the same area.
We booked by phone the day before for three and arrived on time at 800pm. We were seated in the room on the right side when you enter the restaurant and we felt immediatly uncomfortable with the temperature of the room despite a very visible (and working) heating system. There were permanent flows of cold and hot airs in the room. We complained to the head waitress (the boss?) who said they have a problem with the door (in fact, even when the door was completly closed, the issue with the temperature was more or less the same) and said she will do her best to move us to another table. This did not happen despite a table that we could see became available at some stage and stayed free for may be 30 minutes. At the end of the dinner (during which my wife kept her coat...) we asked why she did not move us to the other table and she said (believe it or not): ""because it is a table for four and you are only three""....translation: i do not care about your health but i care about making money even if i have to over-promise for this.
Generally speaking we found that the head waitress (the boss?) overpromised on everything during this dinner...and under-delivered.
Regarding food, the truffle experience was expensive and disappointing. We would rate the food somewhere between ""nothing special"" for the pasta and ""bad"" for the duck which was served dry when we asked medium rare. We noticed that people at the table next to us complained about the beef.
The Tuscany red wine was good...but do you need to introduce it with tons of words and superlatives as you would do for a Chateau Petrus 1982?
The service was very very long...it took one hour to get the first course and then another hour to get the second one and nothing seemed really properly organised and managed.
When we decided to stop the experience before the dessert and asked for the bill, the head waitress (the boss?) asked about our feeling. We told us exactly what was our view: big problem with the temperature, no transfer to the other table when it was available, nothing special (at best) with the food and good wine. She said several times she was confused but did not seem to be so confused...More a bad actress than a good head waitress (or a boss?).
The bill included a 10% discount which seems to be applicable when you make an internet booking...but we realized after we left the restaurant that our first courses were charged at €30 vs €25. Based on other reviews, we believe it is because the black trufle was partly replaced by white trufle. This was our choice but when this option was proposed by the waitress she never mentioned we have to pay an extra for this.
Finally, when we asked for our coats, a waitress gave us a probably very expensive Moncler down jacket...which was not belonging to us. Imagine what could have happened with clients less honest than we are...Don't go there with expensive coats!
Never again! and FYI we are used to go to all sort of restaurants privately or because of our jobs, from small local restaurants to 3* Michelin restaurants (see our other reviews) and we believe we are able to make the difference between good and bad food, good and bad service, etc..."
Negative,0,"DinnerIt Was Very expensive for the bad cooking, certainly an overestimated place, the environment Was nice but the people Was Very mean un the service."
Negative,0,pas terriblewe reserved for the birthday of my mother and we were disappointed. it may be good for young couple but not for family. main dish is too salty and the desert is too sweet.
Negative,0,"Too much fuss for nothingWe were so disappointed from this place that we have to write a review in order to protect tourists being trapped in the future and spending their money here! The food is rather average, nothing too noteworthy, prices are sky high (35€ for an average beef with some black truffle) and the choice really limited, you have to choose the menu at 79€ with wine but NO truffles for this one! The place is advertised as the truffle paradise but in order to have any truffle dish, you have to spend more than 75€ per person and to be honest the tastes don't worth it."
Negative,0,"Disappointing dinnerThis restaurant was recommended to us by two different people and while they must have had a good experience, we did not. 

It took 30 minutes to get our order taken. The server did apologize for the delay but the incredibly slow pace continued. 

45 minutes into our visit, we received bread. 1/2 of the bread was very dry and without much taste/flavour. 

On two occasions the server said our dinner would be coming right away but it never did. It took almost 3 hours before the main course was served. My husband ordered the Sea Tasting Menu and I had the Land Tasting Menu.  We both found the food to be excessively salty and very average overall.

Against our better judgement, we decided to order dessert. The tiramisu was too soupy/soggy and was probably the worst I have ever had.

The server never offered to refill our beverages and never asked if we were enjoying our meal. They ignored us for most of the evening. 

While the bathroom was clean there were no hand towels at all. 

It then took us a very long time to get the bill because the servers continued to avoid us.

We arrived for dinner at 8pm and left at 11:45pm. Unbelievably long dinner for food that was less than good for the price we paid. 

We definitely do not recommend this restaurant."
Negative,0,"Wish we had gone some place else for special occasionI really wanted to like this place, we had our 10 year anniversary in Rome and after I found out my first choice was closed for the summer holidays, we decided this would be perfect. 
Now we were a party of 4, 2 ordered the Truffle tasting menu, one the land menu and the other they created a truffle tasting menu for vegetarians, all with matching wines... bill came to 420 odd Euros...so wasn't a cheap meal but nor was is great...

Firstly and perhaps those that don't order the truffles will get a better experience but I found the menu to be unimaginative and merely they just put slices of truffle on everything. It started with being presented with a small table spoon of cold mash potato, compliments of the chef they said...um ok wasn't particularly tasty I left half of mine. 
then came the tasting plate, this was perhaps the nicest of all the dishes, a plate segmented into 3 with a cold battered pumpkin flower, a burrata, and the poorest excuse of steak tartar I have ever seen. simply a square of raw mince and 3 slices of truffle, no capers, nothing else. 
the pasta was presented , two of them , however they tasted exactly the same...i liked them but wondered why you would put two of essentially the same pasta of the same plate... this was also an issue as the pasta was on this silly little plate and whilst eating one side the other got cold so again that wasn't very nice.
Next the mains...2 tiny slices of dry over cooked duck breast with sliced truffle, on what appeared to be the same cold potato we got at the start, and a beef cheek thing, which was nice, but some what confused in the whole tasting menu...

You did however get a very good amount of truffles...this I can't fault them of... I however would recommend that people don't do the tasting menu, rather order from the main menu and perhaps order an item or 2 with truffles..

Finally we had what will perhaps be the worst Tiramisu I have every ordered, it tasted like it was one layer of biscuit and then they got some of the whipped cream in a can and sprayed on top....not nice, maybe at the Cheese cake factory but not at a decent restaurant.

Now the final and somewhat laughable moment, some of our group wanted to buy fresh truffles, they went to the back and were presented with fresh black truffles ....how much we ask ...600 euro a kilo....umm no
Next morning we go to Campo Di Fiori ask the vendor who talks to a guy, price 180 euro a kilo.....

So in short no I wouldn't recommend dining here, glad we caught up with our friends, just wish it was a better meal. I am sure my experience won't stop people from attending, and perhaps we  ordered poorly, I just didn't like it for the reasons given above."
Negative,0,Too highly ratedWe had dinner in this place in July. Food quality was clealy lower than many other places in Rome with similar ranking. Absolute disaster was the 'alternative' Tiramisu'. A cookie with some chocolate and a mountain of whipped cream.
Negative,0,Mr GennadiyShortly....the food is pretty average. The price was 111 euro for 1 person. Left hungry. All did just for appearance. Not worth to visit at all.
Negative,0,"Disappointing on our final night in RomeWe had booked our table at Ad Hoc some time in advance of our trip to Rome and decided we would keep it as our final night treat. We were invited to the pre-meal truffle tasting which was a nice touch and this started our evening off well with a free glass of prosecco to go with it. First impressions were good at the restaurant with another free glass of prosecco as we perused the menu. The wine list was extensive but there were choices for all palates and budgets, and we were very happy with our choice. Unfortunately that's where our positive experiences ended. We were left feeling very underwhelmed with the food when it arrived - whilst it looked good visually it simply lacked in taste. My pasta dish was nice but steak for main was cold on arrival. My girlfriend chose a truffle pasta that was far from impressive (and it should have been for the price!) and she couldn't eat the suckling pork chosen for mains - it came with no accompaniments meaning you had simply 2 big bits of meat on a plate). The staff offered to get an alternative as we didn't like the pork, but we had lost faith and decided against it. For the same reason we chose not to get dessert. The restaurant knocked off half the cost of the pork main from our bill, which was appreciated, but honestly we'd rather have paid full price and enjoyed our meal. After having high hopes it feels like the restaurant is a little style over substance. With sadness, this was a very disappointing end to our trip. It says something when you're happier with your gelato on the way home..."
Negative,0,"Bad experience....So many good reviews and still, yesterday night was a great disappointment. 
Service was slow, starters were good. 
Octopus was stiff and nor eatable ( but that changed us without any blink of an eye). 
Spaghetti with lobster wish very good.
Main dishes, that is the main issue.....
After one hour that we waited for our beef dish
And no one came over, we called the manager and she was sorry for not letting us no that "" their was a problem in the kitchen ""......
Another few minutes past and finely the under cook dishy came. 
We didn't eat those dishes, we paid the bill and live."
Negative,0,"Minority ReportFor restaurants as highly regarded as Ad Hoc, the majority of Tripadvisor reviews gush with unbridled delight, while a tiny minority will tell you it's all hype and a waste of money. Sadly, this time I have to side with the naysayers. 

There were three of us. Two ordered tasting menus paired with wines; one ordered a la cart. The consensus: no interesting flavors in anything we tried, salt being the dominant (and only clearly discernible) one. We did not complain, but it felt like the staff knew the kitchen was underperforming; everyone around was plied with multiple freebies. We received complimentary sparkling wine with a pre-appetizer, a pre-desert and a post-desert, an extra desert wine and a take home bag of goodies. The restaurant is very cute, has a nice vibe, and an interesting sounding menu that offers creative alternatives to traditional Roman food. It has an impressive wine collection and accommodating staff. It could have been a wonderful place—if it served good food. 

The cranky naysayers are prone to utter things like: ""It was the worst meal we had in ... "" Unfortunately, even this unkind sentence applies to our experience as well. During our 5-day Roman holiday, it was the worst meal we had. That is even taking into account that some of our meals were totally un-fancy, like a salmon sandwich served on a paper plate. But it was a pretty damn tasty sandwich. Since it is impossible to build a great reputation by serving mediocre food, I conclude that Ad Hoc had better days. In view of that, I don't know how to interpret our experience. Exploiting old, but now badly faded glory? Having a really bad day? The chef quit in the morning? Well, I won't find out, since a return visit is rather unlikely."
Negative,0,"very dissapointingAfter being in so many cities and restaurants i was expecting something else. I have no idea how this place got such good reviews. We got the truffles menue, the pairing wine was bad, the food was cold and the service was slow. Really bad place, for tourist who don't know much about food in general."
Negative,0,"Huge DisappointmentI booked this restaurant in advance for my boyfriends birthday after reading the amazing  reviews on TA and was so disappointed that I felt compelled to share my own experience of the tasting menu. To begin, the menus were missing a number of items one of which was a seared duck salad that was substituted with a cheese salad. Not a suitable replacement. Additionally there was only one type of truffle available which meant we didnt opt for this tasting menu. All of the food itself was bland and lacked seasoning with the exception of the pasta course and a number of dishes were cooked terribly. The beef cheek for example was like chewing leather despite being such a tender cut of meat. The service was also awful, with one of the waitresses contstantly slamming down our dishes and having a serious attitude problem. The only saving grace about this place is that the wines are fantastic and are very reasonably priced alongside the tasting menu. I would not return however for this alone and would head on down to Trastevere where the food is exceptional and a fraction of the price."
Negative,0,"Don't waste your money on expensive plates. Just drink some wine.I went with my wife and I was very excited to spend money on a rare and tasty dinner. We ordered beef fillet and honey duck with black truffels. The result... LOW QUANTITY AND QUALITY AT A VERY HIGH PRICE!!! 
However the variety of wine available was large."
Negative,0,"Our table was cancelled on short noticeOur table reservation for my birthday dinner at ad hoc's table 28 got canceled on short notice without any credible reason.  The reservation included a private wine and truffle tasting.  Ad hoc offered us the tasting menu in the restaurant as a replacement which is nice but the setting clearly not comparable with table 28.  What a disappointment!

We had a very nice truffle and lobster dinner at Radina, which our hotel was fortunately able to arrange on very short notice."
Negative,0,"Music was niceJust left this place and for sure won't never try again. The best part of the dinner was the lounge music! They present themselves like a sophisticated and gourmet restaurant, but I had much better experience in Rome...and at better price. Took starter, honestly quite nice, but with a kind of basket made of parmesan that probably should be more crispy than what it was: tasty, but so hard to eat that I thought it was prepared too much in advance. Then I took tonnarelli with truffle: they said ""Black Norcia truffle"", but no taste! Maybe not fresh? Or maybe just ""nero pregiato"" or some kind of second class truffle like that? 
Don't need to know, cause for sure I won't repeat ever same mistake"
Negative,0,"So disappointing it hearts...We ended up here after reading very good reviews on Trip Advisor but our dinner was an experience of tasteless disappointing food.
After we were seated we had to wait about 10 minutes until we were approached and handed over the menus. 
For first course we ordered a home made smoked salmon and pumpkin flowers. The salmon dish was BAD. It was placed on tasteless anemic small cubes of potatoes and carrots and on top if it was a yogurt sauce. The pumpkin flowers were served deep fried with the same yogurt sauce - very very BAD dish. We left most of the food on the plat but the waitress didn't even wondered why.
For the mains we ordered truffle dishes. A polenta with truffles and truffled pasta.
The polenta was tasteless. It was made out of corn flower and not from a fresh corn. The result was s mushy unpleasant chunk of corn flower purée.
The pasta was surprisingly good and it was the only food we completed eating.
After clearing the table from the main courses we had to wait 15-20 minutes for a waitress to approach us. After loosing hope to get someone's attention, we gave up desert and ask for the bill.
The only positive element at this place was the wide selection of wines they offer, unfortunately, it doesn't come with  a sommelier to assist the dinners. 
Overall it was a a very disappointing experience and the high rating the place is an unexplainable mystery."
Negative,0,"Not my tasteHard to review restaurants - everyone has a different palate. The service and presentation at Ad Hoc was beautiful, and the wine choices were excellent, but the food was just not to my taste. A little too heavy on the truffles for me."
Negative,0,"UnderwhelmingFirstly I'd just like to stress how excellent the staff were, very friendly,  great english and excellent at helping you pick a wine to your tastes.  However the food was really unimpressive especially considering the cost, 130 euros for antipasti, first and second courses and a bottle of wine, we didn't want to take the chance with dessert. The antipasti were the best part of the meal and everything else suffered from pretty big cooking errors that you wouldn't expect at an establishment of this calibre,  such as splitting the eggs for the carbonara so it was basically pasta stuck together solidly by scrambled eggs. Complimentary truffle tasting and bottle of sparkling wine were nice. Overall I would advise anyone visiting Rome to save your money and give this a miss, there are too many other good restaurants in Rome, many for around half the price with much better food."
